model,year,mileage,image,color,cost
2008 Toyota Avalon,2008,"92,094 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/307/964/8/781df936.jpg?w=197&h=148&q=85&mode=1,Black,"$7,900"
2006 Toyota RAV4,2006,"110,213 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/150/830/3/93a6721f.jpg?w=197&h=148&q=85&mode=1,Blue,"$7,700"
2020 Toyota Corolla,2020,"32,134 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/828/685/6/eda56d02.jpg?w=197&h=148&q=85&mode=1,Silver,
2020 Toyota Corolla,2020,"43,434 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/757/171/9/fc94dcc9.jpg?w=197&h=148&q=85&mode=1,BLACK,
2018 Toyota Highlander,2018,"17,915 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/697/602/5/176d2d81.jpg?w=197&h=148&q=85&mode=1,Silver,
2017 Toyota RAV4,2017,"18,006 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/628/072/5/d106c9a1.jpg?w=197&h=148&q=85&mode=1,Black,
2005 Toyota Camry,2005,"81,911 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/592/180/9/e9f44ab8.jpg?w=197&h=148&q=85&mode=1,Silver,
2004 Toyota Highlander,2004,"149,800 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/592/180/4/70e8a5a7.jpg?w=197&h=148&q=85&mode=1,Gray,
2003 Toyota Highlander,2003,N/A,https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/592/185/5/75badbaf.jpg?w=197&h=148&q=85&mode=1,Blue,
2007 Toyota Camry,2007,"56,299 miles",https://cdcssl.ibsrv.net/cdcx/images/make-icons/toyota.png,Gray,"$30,490"
1994 Toyota Corolla,1994,"150,000 miles",https://cdcssl.ibsrv.net/cdcx/images/make-icons/toyota.png,Not Given,"$16,495"
2017 Toyota Highlander,2017,"55,922 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/618/5/3f74026d.jpg?w=197&h=148&q=85&mode=1,Red,"$29,495"
2017 Toyota Camry,2017,"72,296 miles",https://cdcssl.ibsrv.net/cdcx/images/make-icons/toyota.png,Silver,"$17,480"
2017 Toyota Highlander,2017,"40,186 miles",https://cdcssl.ibsrv.net/cdcx/images/make-icons/toyota.png,Silver,"$24,585"
2019 Toyota RAV4,2019,"53,857 miles",https://cdcssl.ibsrv.net/cdcx/images/make-icons/toyota.png,Gray,"$24,706"
2016 Toyota RAV4,2016,"19,590 miles",https://cdcssl.ibsrv.net/cdcx/images/make-icons/toyota.png,Black,"$24,795"
2020 Toyota Corolla,2020,"9,033 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/720/347/4/c458440b.jpg?w=197&h=148&q=85&mode=1,Red,"$24,980"
2020 Toyota Prius Prime,2020,"16,385 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/541/130/0/0805c499.jpg?w=197&h=148&q=85&mode=1,White,"$25,196"
2020 Toyota Camry,2020,"20,434 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/557/862/2/ba2f1368.jpg?w=197&h=148&q=85&mode=1,Black,"$27,480"
2020 Toyota C-HR,2020,"2,928 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/528/098/8/7d68e30b.jpg?w=197&h=148&q=85&mode=1,Silver,"$29,695"
2020 Toyota Camry,2020,"1,778 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/554/812/9/375777f0.jpg?w=197&h=148&q=85&mode=1,Black,"$36,791"
2020 Toyota Camry,2020,"4,764 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/556/641/2/4bf27338.jpg?w=197&h=148&q=85&mode=1,White,"$37,659"
2020 Toyota RAV4,2020,"5,202 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/558/673/7/9ea80328.jpg?w=197&h=148&q=85&mode=1,White,"$39,030"
2020 Toyota RAV4,2020,"4,588 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/699/387/9/4af2fcda.jpg?w=197&h=148&q=85&mode=1,Black,"$16,000"
2020 Toyota Avalon,2020,"16,485 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/557/861/6/df26255b.jpg?w=197&h=148&q=85&mode=1,Silver,"$16,488"
2020 Toyota Avalon,2020,"12,920 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/200/873/371/1/54b0c14d.jpg?w=197&h=148&q=85&mode=1,Blue,"$16,550"
2020 Toyota Tacoma,2020,"10,912 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/557/862/7/86ef12ad.jpg?w=197&h=148&q=85&mode=1,Black,"$16,988"
2019 Toyota Corolla,2019,"35,384 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/767/469/4/d96ea897.jpg?w=197&h=148&q=85&mode=1,Black,"$16,995"
2019 Toyota Corolla,2019,"32,451 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/559/670/4/82db21e3.jpg?w=197&h=148&q=85&mode=1,Gray,"$16,999"
2019 Toyota Corolla,2019,"30,435 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/035/215/7/29725232.jpg?w=197&h=148&q=85&mode=1,,"$18,499"
2019 Toyota Camry,2019,"66,751 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/556/880/4/09625236.jpg?w=197&h=148&q=85&mode=1,,"$18,900"
2019 Toyota Camry,2019,"35,216 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/563/784/8/9624d372.jpg?w=197&h=148&q=85&mode=1,,"$19,980"
2019 Toyota Corolla,2019,"40,455 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/200/127/740/9/c1fad0ea.jpg?w=197&h=148&q=85&mode=1,,"$19,980"
2019 Toyota Camry,2019,"41,102 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/557/906/0/f381edfe.jpg?w=197&h=148&q=85&mode=1,,"$19,980"
2019 Toyota Camry,2019,"27,859 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/199/715/734/2/d4ba0880.jpg?w=197&h=148&q=85&mode=1,,"$20,290"
2019 Toyota Camry,2019,"32,293 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/658/024/9/5e5b9e7b.jpg?w=197&h=148&q=85&mode=1,,
2019 Toyota Camry,2019,"36,246 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/658/025/6/ab03eb7c.jpg?w=197&h=148&q=85&mode=1,,
2019 Toyota Camry,2019,"36,845 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/648/961/8/f91733dc.jpg?w=197&h=148&q=85&mode=1,,
2019 Toyota C-HR,2019,"20,547 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/200/642/650/4/bd452108.jpg?w=197&h=148&q=85&mode=1,,
2019 Toyota Camry,2019,"22,245 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/658/029/3/63aee79a.jpg?w=197&h=148&q=85&mode=1,Gray,"$20,980"
2019 Toyota Camry,2019,"30,680 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/658/026/2/d6c8556b.jpg?w=197&h=148&q=85&mode=1,Black,"$20,980"
2019 Toyota Camry,2019,"43,534 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/554/243/1/2b3a87b0.jpg?w=197&h=148&q=85&mode=1,Blue,"$21,278"
2019 Toyota Camry,2019,"9,109 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/561/328/8/5e22c781.jpg?w=197&h=148&q=85&mode=1,White,"$21,980"
2019 Toyota Camry,2019,"38,793 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/554/803/4/9c4ff4f9.jpg?w=197&h=148&q=85&mode=1,White,"$21,998"
2019 Toyota Camry,2019,"19,522 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/705/667/4/70f54721.jpg?w=197&h=148&q=85&mode=1,White,"$22,297"
2019 Toyota Camry,2019,"32,522 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/477/3/a98ac543.jpg?w=197&h=148&q=85&mode=1,White,"$22,995"
2019 Toyota Camry,2019,"33,107 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/383/0/ea3b562f.jpg?w=197&h=148&q=85&mode=1,White,"$22,995"
2019 Toyota Camry,2019,"34,229 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/382/4/0a16b100.jpg?w=197&h=148&q=85&mode=1,White,"$22,995"
2019 Toyota Camry,2019,"35,438 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/475/6/2c86aac1.jpg?w=197&h=148&q=85&mode=1,White,"$22,995"
2019 Toyota Camry,2019,"36,728 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/382/5/905fed1a.jpg?w=197&h=148&q=85&mode=1,Black,"$22,995"
2019 Toyota RAV4,2019,"9,784 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/528/022/8/5422e895.jpg?w=197&h=148&q=85&mode=1,Black,"$23,195"
2019 Toyota Prius,2019,"11,241 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/557/365/3/cb47521d.jpg?w=197&h=148&q=85&mode=1,Black,"$26,445"
2019 Toyota Avalon,2019,"19,743 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/199/718/557/7/2c35e9a4.jpg?w=197&h=148&q=85&mode=1,Black,"$27,900"
2019 Toyota Highlander,2019,"34,510 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/199/718/545/6/f1e880e0.jpg?w=197&h=148&q=85&mode=1,Blue,"$28,900"
2019 Toyota Highlander,2019,"37,252 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/717/070/8/b0964bc6.jpg?w=197&h=148&q=85&mode=1,White,"$28,900"
2019 Toyota Sienna,2019,"30,158 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/796/706/2/678cbfce.jpg?w=197&h=148&q=85&mode=1,Silver,"$29,646"
2019 Toyota RAV4,2019,"12,245 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/564/868/7/7d368492.jpg?w=197&h=148&q=85&mode=1,Red,"$29,701"
2019 Toyota Sienna,2019,"43,536 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/407/393/8/840c3ebd.jpg?w=197&h=148&q=85&mode=1,Gray,"$29,995"
2019 Toyota Sienna,2019,"44,000 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/649/450/2/485baefc.jpg?w=197&h=148&q=85&mode=1,Red,"$29,995"
2019 Toyota Sienna,2019,"49,167 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/528/236/1/e9f041a2.jpg?w=197&h=148&q=85&mode=1,Red,"$29,995"
2019 Toyota RAV4,2019,"2,396 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/559/019/2/ef3f64ad.jpg?w=197&h=148&q=85&mode=1,Gray,"$30,903"
2019 Toyota Sienna,2019,"24,512 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/528/439/2/9a36b8ad.jpg?w=197&h=148&q=85&mode=1,Silver,"$31,995"
2019 Toyota Tacoma,2019,"13,615 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/559/604/6/8fa10206.jpg?w=197&h=148&q=85&mode=1,White,"$39,547"
2019 Toyota 4Runner,2019,"4,015 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/737/166/4/81f2eba4.jpg?w=197&h=148&q=85&mode=1,Blue,"$45,978"
2018 Toyota Corolla,2018,"35,071 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/566/936/5/6835aec9.jpg?w=197&h=148&q=85&mode=1,Gray,"$13,982"
2018 Toyota Prius c,2018,"68,234 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/560/098/6/072a71e7.jpg?w=197&h=148&q=85&mode=1,,"$14,980"
2018 Toyota Corolla,2018,"37,274 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/562/464/1/ff4a3f69.jpg?w=197&h=148&q=85&mode=1,,"$15,498"
2018 Toyota Corolla,2018,"33,599 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/295/958/0/9372f106.jpg?w=197&h=148&q=85&mode=1,,"$15,795"
2018 Toyota Corolla,2018,"40,897 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/200/127/760/6/0b53dd32.jpg?w=197&h=148&q=85&mode=1,,"$15,999"
2019 Toyota Camry,2019,"22,245 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/658/029/3/63aee79a.jpg?w=197&h=148&q=85&mode=1,Gray,"$20,980"
2019 Toyota Camry,2019,"30,680 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/658/026/2/d6c8556b.jpg?w=197&h=148&q=85&mode=1,Black,"$20,980"
2019 Toyota Camry,2019,"43,534 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/554/243/1/2b3a87b0.jpg?w=197&h=148&q=85&mode=1,Blue,"$21,278"
2019 Toyota Camry,2019,"9,109 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/561/328/8/5e22c781.jpg?w=197&h=148&q=85&mode=1,White,"$21,980"
2019 Toyota Camry,2019,"38,793 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/554/803/4/9c4ff4f9.jpg?w=197&h=148&q=85&mode=1,White,"$21,998"
2019 Toyota Camry,2019,"19,522 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/705/667/4/70f54721.jpg?w=197&h=148&q=85&mode=1,White,"$22,297"
2019 Toyota Camry,2019,"32,522 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/477/3/a98ac543.jpg?w=197&h=148&q=85&mode=1,White,"$22,995"
2019 Toyota Camry,2019,"33,107 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/383/0/ea3b562f.jpg?w=197&h=148&q=85&mode=1,White,"$22,995"
2019 Toyota Camry,2019,"34,229 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/382/4/0a16b100.jpg?w=197&h=148&q=85&mode=1,White,"$22,995"
2019 Toyota Camry,2019,"35,438 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/475/6/2c86aac1.jpg?w=197&h=148&q=85&mode=1,White,"$22,995"
2019 Toyota Camry,2019,"36,728 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/382/5/905fed1a.jpg?w=197&h=148&q=85&mode=1,Black,"$22,995"
2019 Toyota RAV4,2019,"9,784 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/528/022/8/5422e895.jpg?w=197&h=148&q=85&mode=1,Black,"$23,195"
2019 Toyota Prius,2019,"11,241 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/557/365/3/cb47521d.jpg?w=197&h=148&q=85&mode=1,Black,"$26,445"
2019 Toyota Avalon,2019,"19,743 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/199/718/557/7/2c35e9a4.jpg?w=197&h=148&q=85&mode=1,Black,"$27,900"
2019 Toyota Highlander,2019,"34,510 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/199/718/545/6/f1e880e0.jpg?w=197&h=148&q=85&mode=1,Blue,"$28,900"
2019 Toyota Highlander,2019,"37,252 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/717/070/8/b0964bc6.jpg?w=197&h=148&q=85&mode=1,White,"$28,900"
2019 Toyota Sienna,2019,"30,158 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/796/706/2/678cbfce.jpg?w=197&h=148&q=85&mode=1,Silver,"$29,646"
2019 Toyota RAV4,2019,"12,245 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/564/868/7/7d368492.jpg?w=197&h=148&q=85&mode=1,Red,"$29,701"
2019 Toyota Sienna,2019,"43,536 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/407/393/8/840c3ebd.jpg?w=197&h=148&q=85&mode=1,Gray,"$29,995"
2019 Toyota Sienna,2019,"44,000 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/649/450/2/485baefc.jpg?w=197&h=148&q=85&mode=1,Red,"$29,995"
2019 Toyota Sienna,2019,"49,167 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/528/236/1/e9f041a2.jpg?w=197&h=148&q=85&mode=1,Red,"$29,995"
2019 Toyota RAV4,2019,"2,396 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/559/019/2/ef3f64ad.jpg?w=197&h=148&q=85&mode=1,Gray,"$30,903"
2019 Toyota Sienna,2019,"24,512 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/528/439/2/9a36b8ad.jpg?w=197&h=148&q=85&mode=1,Silver,"$31,995"
2019 Toyota Tacoma,2019,"13,615 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/559/604/6/8fa10206.jpg?w=197&h=148&q=85&mode=1,White,"$39,547"
2019 Toyota 4Runner,2019,"4,015 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/737/166/4/81f2eba4.jpg?w=197&h=148&q=85&mode=1,Blue,"$45,978"
2018 Toyota Corolla,2018,"35,071 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/566/936/5/6835aec9.jpg?w=197&h=148&q=85&mode=1,Gray,"$13,982"
2018 Toyota Prius c,2018,"68,234 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/560/098/6/072a71e7.jpg?w=197&h=148&q=85&mode=1,,"$14,980"
2018 Toyota Corolla,2018,"37,274 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/562/464/1/ff4a3f69.jpg?w=197&h=148&q=85&mode=1,,"$15,498"
2018 Toyota Corolla,2018,"33,599 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/295/958/0/9372f106.jpg?w=197&h=148&q=85&mode=1,,"$15,795"
2018 Toyota Corolla,2018,"40,897 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/200/127/760/6/0b53dd32.jpg?w=197&h=148&q=85&mode=1,,"$15,999"
2019 Toyota Camry,2019,"22,245 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/658/029/3/63aee79a.jpg?w=197&h=148&q=85&mode=1,Gray,"$20,980"
2019 Toyota Camry,2019,"30,680 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/658/026/2/d6c8556b.jpg?w=197&h=148&q=85&mode=1,Black,"$20,980"
2019 Toyota Camry,2019,"43,534 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/554/243/1/2b3a87b0.jpg?w=197&h=148&q=85&mode=1,Blue,"$21,278"
2019 Toyota Camry,2019,"9,109 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/561/328/8/5e22c781.jpg?w=197&h=148&q=85&mode=1,White,"$21,980"
2019 Toyota Camry,2019,"38,793 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/554/803/4/9c4ff4f9.jpg?w=197&h=148&q=85&mode=1,White,"$21,998"
2019 Toyota Camry,2019,"19,522 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/705/667/4/70f54721.jpg?w=197&h=148&q=85&mode=1,White,"$22,297"
2019 Toyota Camry,2019,"32,522 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/477/3/a98ac543.jpg?w=197&h=148&q=85&mode=1,White,"$22,995"
2019 Toyota Camry,2019,"33,107 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/383/0/ea3b562f.jpg?w=197&h=148&q=85&mode=1,White,"$22,995"
2019 Toyota Camry,2019,"34,229 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/382/4/0a16b100.jpg?w=197&h=148&q=85&mode=1,White,"$22,995"
2019 Toyota Camry,2019,"35,438 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/475/6/2c86aac1.jpg?w=197&h=148&q=85&mode=1,White,"$22,995"
2019 Toyota Camry,2019,"36,728 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/260/382/5/905fed1a.jpg?w=197&h=148&q=85&mode=1,Black,"$22,995"
2019 Toyota RAV4,2019,"9,784 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/528/022/8/5422e895.jpg?w=197&h=148&q=85&mode=1,Black,"$23,195"
2019 Toyota Prius,2019,"11,241 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/557/365/3/cb47521d.jpg?w=197&h=148&q=85&mode=1,Black,"$26,445"
2019 Toyota Avalon,2019,"19,743 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/199/718/557/7/2c35e9a4.jpg?w=197&h=148&q=85&mode=1,Black,"$27,900"
2019 Toyota Highlander,2019,"34,510 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/199/718/545/6/f1e880e0.jpg?w=197&h=148&q=85&mode=1,Blue,"$28,900"
2019 Toyota Highlander,2019,"37,252 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/717/070/8/b0964bc6.jpg?w=197&h=148&q=85&mode=1,White,"$28,900"
2019 Toyota Sienna,2019,"30,158 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/796/706/2/678cbfce.jpg?w=197&h=148&q=85&mode=1,Silver,"$29,646"
2019 Toyota RAV4,2019,"12,245 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/564/868/7/7d368492.jpg?w=197&h=148&q=85&mode=1,Red,"$29,701"
2019 Toyota Sienna,2019,"43,536 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/407/393/8/840c3ebd.jpg?w=197&h=148&q=85&mode=1,Gray,"$29,995"
2019 Toyota Sienna,2019,"44,000 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/649/450/2/485baefc.jpg?w=197&h=148&q=85&mode=1,Red,"$29,995"
2019 Toyota Sienna,2019,"49,167 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/528/236/1/e9f041a2.jpg?w=197&h=148&q=85&mode=1,Red,"$29,995"
2019 Toyota RAV4,2019,"2,396 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/559/019/2/ef3f64ad.jpg?w=197&h=148&q=85&mode=1,Gray,"$30,903"
